Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,BA,BA,BA,BA,BA,,,
2020-08-11,2020,8,11,Tuesday,32,2020-32,184.51,189.97,179.53,180.13,61036600,0.004013160949815964,170.04285714285714,180.67520000000002
2020-08-12,2020,8,12,Wednesday,32,2020-32,184.01,184.15,173.19,175.44,40674400,-0.026036764083015695,169.9707142857143,181.11780000000002
2020-08-13,2020,8,13,Thursday,32,2020-32,173.62,179.47,172.43,174.73,22958800,-0.004047005836678053,170.04000000000002,181.1492
2020-08-14,2020,8,14,Friday,32,2020-32,173.09,179.47,172.35,178.08,32414100,0.019172472874888546,170.60214285714287,181.0248
2020-08-17,2020,8,17,Monday,33,2020-33,178.24,178.29,171.41,172.01,23352100,-0.03408584491130784,170.68571428571428,180.3564
2020-08-18,2020,8,18,Tuesday,33,2020-33,172.01,173.24,169.01,170.23,21488500,-0.010348228801473125,170.98714285714283,179.15099999999998
2020-08-19,2020,8,19,Wednesday,33,2020-33,170.44,174.1,169.09,169.27,25601500,-0.00563937895301736,171.51,178.20159999999998
2020-08-20,2020,8,20,Thursday,33,2020-33,168.54,170.84,165.86,169.58,23213400,0.0018313791621034081,172.33714285714285,177.525
2020-08-21,2020,8,21,Friday,33,2020-33,168.35,170.08,167.27,167.5,16945900,-0.012265608023326435,172.71071428571426,177.475
2020-08-24,2020,8,24,Monday,34,2020-34,168.78,178.27,167.93,178.27,39317100,0.06429853296991594,173.6535714285714,177.2502
2020-08-25,2020,8,25,Tuesday,34,2020-34,180.46,180.63,172.44,174.73,31318500,-0.01985756694946539,173.68571428571428,176.92600000000002
2020-08-26,2020,8,26,Wednesday,34,2020-34,173.8,174.43,171.35,171.9,16189800,-0.016196428204963587,173.66428571428568,176.4086
2020-08-27,2020,8,27,Thursday,34,2020-34,174.71,181.31,173.56,174.2,29548100,0.013379890246784099,173.96285714285713,176.0418
2020-08-28,2020,8,28,Friday,34,2020-34,175.11,177.28,172.57,175.8,20383900,0.009184880204050838,173.70499999999998,175.71200000000002
2020-08-31,2020,8,31,Monday,35,2020-35,174.65,175.27,171.7,171.82,16264300,-0.022639338216435045,173.11142857142858,175.408
2020-09-01,2020,9,1,Tuesday,35,2020-35,170.71,175.49,169.25,172.1,18977300,0.0016296052110422732,172.87285714285713,175.0796
2020-09-02,2020,9,2,Wednesday,35,2020-35,172.74,175.0,171.45,174.78,16552100,0.015572298551629782,172.87642857142856,174.81760000000003
2020-09-03,2020,9,3,Thursday,35,2020-35,175.0,180.85,168.12,168.77,27799400,-0.03438605417559848,172.21142857142857,174.65919999999997
2020-09-04,2020,9,4,Friday,35,2020-35,171.31,172.83,164.0,171.05,18867300,0.013509502409065899,172.14285714285714,174.5826
2020-09-08,2020,9,8,Tuesday,36,2020-36,165.8,166.9,160.5,161.08,22622700,-0.05828705666661882,171.4892857142857,174.40400000000002
2020-09-09,2020,9,9,Wednesday,36,2020-36,161.61,163.06,157.0,160.78,21951400,-0.001862447531335798,170.88285714285715,173.72980000000004
2020-09-10,2020,9,10,Thursday,36,2020-36,160.96,163.78,157.57,157.69,14532600,-0.01921878567826263,170.03357142857143,173.21759999999998
